,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
71,32,services,married,secondary,no,1068,no,no,unknown,9,jun,177,1,-1,0,unknown,no
72,35,technician,single,secondary,no,602,yes,no,unknown,13,may,340,2,-1,0,unknown,no
73,37,technician,single,tertiary,no,-5,no,no,cellular,7,jul,157,2,-1,0,unknown,no
74,40,management,married,tertiary,no,-82,no,yes,cellular,25,jul,97,8,-1,0,unknown,no
75,29,services,married,secondary,no,145,yes,no,unknown,29,jun,44,11,-1,0,unknown,no
76,40,management,married,tertiary,no,812,no,yes,cellular,14,may,311,1,-1,0,unknown,no
77,49,management,married,tertiary,no,1255,no,no,unknown,10,jun,621,2,-1,0,unknown,yes
78,31,services,married,primary,no,196,yes,no,unknown,8,may,807,1,-1,0,unknown,no
79,59,management,married,tertiary,no,798,yes,no,unknown,27,may,137,1,-1,0,unknown,no
80,29,services,single,tertiary,no,33,no,no,cellular,2,jun,68,1,-1,0,unknown,no
81,53,technician,married,secondary,no,794,no,yes,cellular,27,jul,8,7,-1,0,unknown,no
82,47,admin.,married,secondary,no,8388,yes,no,cellular,15,may,68,2,359,1,failure,no
83,30,technician,married,secondary,no,120,yes,no,unknown,9,may,16,2,-1,0,unknown,no
84,48,blue-collar,married,secondary,no,-56,yes,no,cellular,20,apr,485,1,188,5,failure,yes
85,57,admin.,married,secondary,no,214,no,no,unknown,20,oct,73,1,-1,0,unknown,yes
86,36,management,married,tertiary,no,-232,yes,no,cellular,19,nov,16,7,160,1,failure,no
87,35,technician,married,secondary,no,3196,no,yes,cellular,16,aug,187,2,-1,0,unknown,no
88,25,admin.,single,secondary,no,819,no,no,cellular,27,mar,86,2,-1,0,unknown,no
89,48,housemaid,married,primary,no,434,no,no,cellular,8,feb,73,2,-1,0,unknown,no
90,58,blue-collar,married,secondary,no,1068,no,yes,telephone,20,nov,9,15,-1,0,unknown,no
91,70,retired,married,primary,no,1179,no,no,telephone,23,jul,81,1,-1,0,unknown,no
92,36,management,single,tertiary,no,149,no,no,cellular,21,may,91,1,198,1,failure,no
93,43,admin.,married,secondary,no,-2,yes,no,cellular,30,jul,162,1,-1,0,unknown,no
94,42,admin.,married,secondary,no,448,no,no,cellular,10,feb,321,2,-1,0,unknown,no
95,41,admin.,married,secondary,no,454,yes,no,unknown,25,may,344,1,-1,0,unknown,no
96,37,management,married,secondary,no,2125,yes,no,cellular,15,aug,77,2,-1,0,unknown,no
97,56,admin.,married,secondary,no,1240,no,no,cellular,25,aug,171,2,-1,0,unknown,no
98,34,services,single,secondary,no,4233,yes,no,unknown,15,jun,548,3,-1,0,unknown,no
99,50,blue-collar,married,secondary,no,1350,yes,no,cellular,13,may,122,2,-1,0,unknown,yes
100,55,management,married,tertiary,no,299,yes,no,unknown,4,may,216,1,-1,0,unknown,yes
101,59,blue-collar,married,secondary,no,875,yes,no,unknown,7,may,55,2,-1,0,unknown,no
102,37,management,single,tertiary,no,17,no,yes,unknown,13,sep,7,1,427,2,success,no
103,31,blue-collar,single,unknown,no,490,yes,no,unknown,7,may,602,14,-1,0,unknown,no
104,45,technician,married,secondary,no,-65,yes,no,cellular,6,feb,43,2,-1,0,unknown,no
105,43,services,single,secondary,no,354,yes,no,unknown,30,jun,15,7,-1,0,unknown,no
106,56,blue-collar,married,secondary,no,428,no,no,cellular,8,nov,69,1,-1,0,unknown,no
107,37,technician,married,tertiary,no,8035,yes,yes,cellular,12,may,242,1,136,1,failure,no
108,56,admin.,married,secondary,no,973,no,no,unknown,13,may,108,2,-1,0,unknown,no
109,35,management,single,tertiary,no,3557,yes,no,cellular,19,may,9,18,-1,0,unknown,no
110,41,management,married,tertiary,no,754,no,no,cellular,22,apr,688,1,99,6,success,yes
111,47,services,married,secondary,no,1097,yes,no,cellular,15,may,367,1,-1,0,unknown,no
112,30,entrepreneur,married,tertiary,no,-64,no,yes,cellular,8,may,79,1,-1,0,unknown,no
113,33,technician,married,secondary,no,629,yes,no,unknown,5,jun,263,2,-1,0,unknown,no
114,32,blue-collar,married,primary,no,20,yes,no,cellular,13,may,660,2,371,1,failure,yes
115,58,technician,married,secondary,no,-51,yes,no,unknown,12,may,74,3,-1,0,unknown,no
116,59,blue-collar,married,secondary,no,686,yes,no,unknown,7,may,150,1,-1,0,unknown,no
117,36,blue-collar,single,secondary,no,573,yes,yes,cellular,7,feb,284,1,281,1,success,yes
118,36,blue-collar,single,secondary,no,-321,yes,no,unknown,9,may,66,6,-1,0,unknown,no
119,54,blue-collar,married,secondary,no,-78,yes,no,cellular,7,may,110,1,186,1,failure,no
120,31,blue-collar,single,secondary,no,207,yes,no,unknown,8,jun,724,2,-1,0,unknown,no
121,54,retired,married,tertiary,no,723,no,no,cellular,20,nov,115,2,-1,0,unknown,no
122,45,management,married,tertiary,no,674,yes,no,unknown,1,may,156,1,-1,0,unknown,no
123,34,management,single,tertiary,no,519,yes,no,cellular,17,nov,136,1,150,1,failure,no
124,35,management,single,tertiary,no,-96,no,no,unknown,25,jun,248,1,-1,0,unknown,no
125,60,management,married,tertiary,no,-435,no,no,cellular,25,feb,201,1,-1,0,unknown,no
126,39,services,single,secondary,no,1195,no,no,cellular,17,nov,524,2,-1,0,unknown,no
127,30,technician,single,secondary,no,799,yes,no,cellular,9,may,49,2,-1,0,unknown,no
128,39,technician,married,tertiary,no,90,yes,no,cellular,8,may,518,1,418,1,failure,no
129,45,technician,married,tertiary,no,730,no,no,cellular,7,feb,325,2,-1,0,unknown,no
130,41,entrepreneur,married,secondary,no,176,yes,no,cellular,7,feb,251,2,-1,0,unknown,no
131,50,technician,married,secondary,no,-273,no,yes,cellular,20,jul,358,4,-1,0,unknown,no
132,32,technician,married,secondary,no,-65,yes,yes,unknown,22,may,10,6,-1,0,unknown,no
133,52,blue-collar,married,secondary,no,1363,yes,yes,cellular,19,nov,39,1,187,1,failure,no
134,38,management,single,tertiary,no,484,yes,no,cellular,8,may,141,1,426,1,failure,no
135,54,housemaid,married,secondary,no,499,no,no,cellular,30,apr,55,1,16,1,other,no
136,58,blue-collar,married,primary,no,409,yes,no,unknown,3,jun,58,2,-1,0,unknown,no
137,35,blue-collar,married,secondary,no,444,yes,no,cellular,6,may,56,1,360,1,failure,no
138,42,blue-collar,married,secondary,no,-28,no,no,cellular,17,jul,160,2,-1,0,unknown,no
139,37,management,married,tertiary,no,368,yes,no,cellular,25,jul,69,7,-1,0,unknown,no
140,25,services,married,tertiary,no,479,no,no,cellular,1,feb,454,1,-1,0,unknown,yes
141,37,services,single,secondary,no,524,yes,no,cellular,7,may,372,1,358,1,failure,no
142,27,management,single,tertiary,no,440,no,no,cellular,5,feb,59,2,-1,0,unknown,no
143,38,technician,married,tertiary,no,4,no,no,cellular,4,aug,543,9,-1,0,unknown,yes
144,36,technician,single,secondary,no,420,yes,no,cellular,3,feb,318,1,-1,0,unknown,no
145,52,management,married,tertiary,no,362,yes,no,cellular,27,aug,70,7,-1,0,unknown,no
146,32,blue-collar,married,primary,no,123,yes,no,cellular,23,may,117,1,-1,0,unknown,no
147,38,management,married,tertiary,no,135,yes,no,cellular,14,jul,87,1,-1,0,unknown,no
148,36,technician,married,secondary,no,492,yes,no,unknown,18,may,120,2,-1,0,unknown,no
149,56,retired,married,secondary,no,105,no,yes,cellular,13,jul,24,8,-1,0,unknown,no
150,47,technician,married,secondary,no,87,yes,no,unknown,19,may,400,1,-1,0,unknown,no
151,39,technician,married,secondary,no,291,yes,yes,cellular,12,may,9,8,-1,0,unknown,no
152,37,management,married,secondary,no,80,yes,no,unknown,16,may,323,1,-1,0,unknown,no
153,48,management,married,tertiary,no,708,yes,yes,cellular,15,may,71,6,371,1,failure,no
154,31,blue-collar,married,secondary,no,129,no,no,cellular,15,jul,67,2,-1,0,unknown,no
155,35,self-employed,single,tertiary,no,9,yes,yes,cellular,4,aug,13,26,-1,0,unknown,no
156,34,blue-collar,married,secondary,no,28,yes,yes,cellular,3,jul,320,2,-1,0,unknown,no
157,39,technician,married,secondary,no,203,yes,no,cellular,4,feb,89,1,242,1,failure,no
158,51,management,married,tertiary,no,3109,no,no,unknown,6,jun,127,2,-1,0,unknown,no
159,33,blue-collar,single,secondary,no,1102,no,no,cellular,5,jun,136,1,373,1,failure,no
160,37,management,married,tertiary,no,7643,yes,no,cellular,15,jul,118,1,-1,0,unknown,no
161,29,blue-collar,single,primary,no,588,yes,no,cellular,5,may,472,3,-1,0,unknown,no
162,34,self-employed,married,tertiary,no,-88,no,no,cellular,26,aug,2,4,-1,0,unknown,no
163,32,management,single,tertiary,no,639,no,no,unknown,8,may,460,1,-1,0,unknown,yes
164,55,retired,married,secondary,no,2367,no,no,unknown,18,jun,77,1,-1,0,unknown,no
165,53,management,divorced,tertiary,no,316,yes,no,cellular,7,aug,86,2,-1,0,unknown,no
166,31,management,married,tertiary,no,426,no,no,cellular,7,jul,5,18,-1,0,unknown,no
167,54,blue-collar,married,secondary,no,121,yes,yes,cellular,27,may,84,1,-1,0,unknown,no
168,56,retired,married,secondary,no,600,yes,yes,cellular,3,may,21,6,-1,0,unknown,no
169,29,management,single,tertiary,no,-17,no,no,cellular,6,aug,81,3,-1,0,unknown,no
170,31,blue-collar,married,primary,no,-244,yes,yes,cellular,7,may,22,9,355,1,failure,no
171,28,management,single,tertiary,no,79,yes,no,cellular,12,may,31,1,-1,0,unknown,no
172,50,management,married,tertiary,no,18,no,no,cellular,14,jul,162,1,-1,0,unknown,no
173,57,admin.,married,secondary,no,537,yes,no,cellular,7,apr,268,3,-1,0,unknown,no
174,33,management,married,secondary,no,37,no,yes,cellular,26,may,267,2,-1,0,unknown,no
175,38,blue-collar,married,primary,no,1739,yes,no,cellular,13,apr,87,4,-1,0,unknown,no
176,58,retired,married,secondary,no,135,yes,yes,cellular,19,nov,253,2,186,1,failure,no
177,31,management,single,tertiary,no,479,yes,no,cellular,23,may,407,1,-1,0,unknown,yes
178,33,technician,single,secondary,no,62,yes,no,cellular,20,nov,136,3,-1,0,unknown,no
179,38,services,married,secondary,no,688,no,no,cellular,7,jul,103,2,-1,0,unknown,no
180,21,technician,single,secondary,no,33,yes,no,unknown,20,may,183,1,-1,0,unknown,no
181,41,services,married,secondary,no,248,yes,yes,unknown,2,jun,64,3,-1,0,unknown,no
182,47,management,married,tertiary,no,1173,no,no,unknown,14,jun,300,1,-1,0,unknown,yes
183,32,admin.,single,secondary,no,1890,no,no,unknown,16,jun,1623,3,-1,0,unknown,yes
184,34,blue-collar,married,secondary,no,28,yes,yes,cellular,9,jan,112,3,-1,0,unknown,no
185,43,admin.,married,secondary,no,-197,yes,yes,unknown,23,may,13,7,353,1,failure,no
186,43,management,married,tertiary,no,104,yes,no,cellular,20,may,463,1,193,1,failure,no
187,45,technician,married,secondary,no,95,yes,yes,cellular,8,jul,68,3,-1,0,unknown,no
188,33,management,divorced,tertiary,no,674,no,yes,cellular,3,aug,112,3,-1,0,unknown,no
189,36,management,single,secondary,no,161,no,no,cellular,18,nov,260,2,-1,0,unknown,no
190,26,blue-collar,married,secondary,no,-39,yes,yes,cellular,16,jul,116,2,-1,0,unknown,no
191,41,management,married,tertiary,no,3049,yes,no,cellular,4,feb,491,4,-1,0,unknown,yes
192,55,self-employed,married,secondary,no,447,no,no,cellular,6,aug,156,2,-1,0,unknown,no
193,31,services,married,secondary,no,547,yes,no,unknown,20,may,96,2,-1,0,unknown,no
194,51,management,married,tertiary,no,1618,no,yes,cellular,19,aug,381,1,-1,0,unknown,yes
195,35,blue-collar,married,secondary,no,94,yes,no,cellular,15,may,82,1,361,6,failure,no
196,37,technician,married,secondary,no,45,yes,yes,unknown,15,may,185,1,-1,0,unknown,no
197,34,technician,single,secondary,no,-178,yes,no,cellular,13,may,30,1,357,1,failure,no
198,49,admin.,married,secondary,no,689,yes,no,cellular,15,apr,106,1,-1,0,unknown,no
199,30,technician,single,secondary,no,133,no,no,cellular,25,jul,75,1,-1,0,unknown,no
200,50,retired,married,secondary,no,419,yes,no,cellular,9,aug,83,2,-1,0,unknown,no
201,46,technician,married,secondary,no,13,yes,yes,cellular,15,apr,288,4,-1,0,unknown,no
202,33,technician,married,secondary,no,686,no,no,cellular,15,jul,149,1,-1,0,unknown,no
203,29,services,married,secondary,no,61,no,yes,cellular,19,nov,490,1,-1,0,unknown,no
204,24,management,single,tertiary,no,989,yes,no,cellular,12,may,111,3,-1,0,unknown,no
205,32,management,married,tertiary,no,1142,yes,no,cellular,19,aug,814,2,-1,0,unknown,no
206,56,technician,married,secondary,no,4130,yes,no,cellular,14,may,201,1,351,1,failure,no
207,41,admin.,married,tertiary,no,1317,no,no,unknown,20,oct,80,1,-1,0,unknown,no
208,30,self-employed,single,secondary,no,-123,no,yes,cellular,14,jul,61,3,-1,0,unknown,no
209,32,management,married,secondary,no,583,yes,no,cellular,13,may,177,1,349,1,failure,no
210,33,blue-collar,married,primary,no,120,yes,no,unknown,13,may,613,2,-1,0,unknown,yes
211,58,blue-collar,married,secondary,no,-174,yes,no,cellular,7,may,198,1,284,1,failure,no
212,60,blue-collar,married,secondary,no,873,yes,no,unknown,20,jun,84,4,-1,0,unknown,no
213,35,entrepreneur,single,tertiary,no,294,yes,no,cellular,6,may,134,3,-1,0,unknown,no
214,26,blue-collar,single,primary,no,46,yes,no,unknown,6,jun,153,1,-1,0,unknown,no
215,37,management,married,tertiary,no,404,yes,no,cellular,26,may,292,2,-1,0,unknown,no
216,43,self-employed,married,secondary,no,231,yes,no,unknown,3,may,66,1,-1,0,unknown,no
217,45,management,married,tertiary,no,4672,no,no,cellular,15,jul,100,1,-1,0,unknown,no
218,53,services,married,secondary,no,56,yes,yes,cellular,7,jul,173,12,-1,0,unknown,no
219,35,blue-collar,married,primary,no,152,yes,no,unknown,9,jun,73,1,-1,0,unknown,no
220,33,admin.,married,secondary,no,615,no,yes,cellular,27,jul,74,2,-1,0,unknown,no
221,48,blue-collar,married,primary,no,331,yes,no,cellular,23,may,146,1,-1,0,unknown,no
222,42,technician,married,secondary,no,-26,no,no,cellular,15,jul,283,4,-1,0,unknown,no
223,37,blue-collar,married,secondary,no,2223,yes,no,cellular,18,may,361,1,350,1,failure,no
224,36,blue-collar,single,secondary,no,897,yes,no,cellular,18,aug,149,2,-1,0,unknown,no
225,37,admin.,single,secondary,no,252,yes,no,cellular,4,may,442,1,351,1,failure,no
226,32,management,single,tertiary,no,185,yes,no,unknown,22,may,108,1,-1,0,unknown,no
227,26,self-employed,single,tertiary,no,-108,yes,yes,cellular,3,feb,1877,3,-1,0,unknown,yes
228,46,entrepreneur,married,secondary,no,70,yes,no,unknown,8,may,222,2,-1,0,unknown,no
229,40,services,married,secondary,no,251,yes,yes,cellular,8,may,303,2,356,1,failure,no
230,30,admin.,single,secondary,no,23,yes,no,cellular,17,jul,19,11,-1,0,unknown,no
231,43,blue-collar,married,secondary,no,992,yes,no,cellular,6,may,184,1,-1,0,unknown,yes
232,31,admin.,married,secondary,no,587,yes,no,cellular,5,may,58,1,364,2,failure,no
233,47,entrepreneur,married,secondary,no,151,yes,yes,cellular,2,may,130,1,-1,0,unknown,no
234,54,technician,married,secondary,no,1023,yes,no,cellular,1,jul,293,3,-1,0,unknown,no
235,31,management,single,tertiary,no,81,yes,no,cellular,6,aug,158,4,-1,0,unknown,no
236,39,admin.,married,secondary,no,1337,no,no,cellular,20,jul,101,1,-1,0,unknown,no
237,33,services,married,secondary,no,799,no,no,unknown,27,jun,73,12,-1,0,unknown,no
238,47,blue-collar,married,secondary,no,658,yes,no,unknown,17,may,14,3,-1,0,unknown,no
239,23,management,single,tertiary,no,128,no,no,cellular,4,jul,76,1,-1,0,unknown,no
240,52,blue-collar,married,primary,no,724,no,no,cellular,23,apr,213,1,-1,0,unknown,no
241,37,admin.,single,secondary,no,706,yes,no,cellular,16,apr,176,1,282,1,failure,no
242,38,management,single,tertiary,no,-323,yes,no,unknown,9,may,461,3,-1,0,unknown,no
243,56,housemaid,married,secondary,no,1289,no,no,cellular,20,nov,182,1,97,1,failure,no
244,38,management,single,secondary,no,626,yes,no,unknown,14,may,851,2,-1,0,unknown,no
245,47,entrepreneur,married,secondary,no,217,yes,no,unknown,30,jun,74,9,-1,0,unknown,no
246,57,admin.,married,secondary,no,18,yes,no,cellular,3,may,106,1,356,1,failure,no
247,52,blue-collar,married,primary,no,607,yes,no,cellular,12,may,302,1,372,1,failure,no
248,51,management,married,tertiary,no,802,yes,no,cellular,4,feb,391,1,-1,0,unknown,no
249,62,management,married,tertiary,no,-282,no,no,cellular,23,jul,202,1,-1,0,unknown,no
250,50,services,married,secondary,no,160,yes,no,cellular,12,may,241,3,-1,0,unknown,no
251,36,services,married,secondary,no,-79,yes,no,cellular,9,jul,97,1,-1,0,unknown,no
252,39,blue-collar,married,secondary,no,564,yes,no,cellular,29,jul,90,1,-1,0,unknown,no
253,44,management,married,tertiary,no,3887,yes,no,cellular,15,may,1514,1,142,1,failure,yes
254,36,blue-collar,married,secondary,no,1212,yes,no,cellular,23,may,74,1,349,0,unknown,no
255,60,technician,married,tertiary,no,486,no,no,cellular,2,jul,260,2,-1,0,unknown,no
256,46,blue-collar,married,primary,no,808,no,no,cellular,20,nov,8,3,-1,0,unknown,no
257,37,technician,single,secondary,no,340,yes,no,cellular,7,may,52,1,355,1,failure,no
258,32,admin.,married,secondary,no,1034,yes,no,unknown,15,jun,164,4,-1,0,unknown,no
259,32,management,married,tertiary,no,47,yes,no,cellular,3,jul,303,3,-1,0,unknown,no
260,40,services,married,primary,no,-419,no,no,cellular,7,may,82,1,-1,0,unknown,no
261,33,entrepreneur,single,secondary,no,270,no,yes,cellular,28,feb,20,8,-1,0,unknown,no
262,36,blue-collar,married,secondary,no,1693,yes,no,cellular,19,apr,123,1,357,5,failure,no
263,46,management,married,tertiary,no,211,yes,no,unknown,16,may,118,2,-1,0,unknown,no
264,34,services,married,secondary,no,336,yes,no,cellular,31,apr,147,2,-1,0,unknown,no
265,44,admin.,married,secondary,no,86,yes,no,cellular,16,apr,177,4,-1,0,unknown,no
266,38,blue-collar,married,primary,no,962,no,no,unknown,6,may,258,2,1,0,failure,no
267,33,management,single,tertiary,no,595,yes,no,cellular,17,jul,645,20,-1,0,unknown,yes
268,32,technician,married,tertiary,no,450,yes,no,cellular,5,feb,79,1,-1,0,unknown,no
269,29,technician,married,secondary,no,110,no,yes,cellular,7,jan,108,1,-1,0,unknown,no
270,75,management,married,tertiary,no,272,no,yes,cellular,23,jul,202,2,188,1,failure,no
271,33,services,married,secondary,no,737,yes,no,unknown,27,may,331,2,-1,0,unknown,no
272,39,management,married,tertiary,no,1857,yes,no,cellular,17,nov,188,1,135,1,failure,no
273,56,technician,married,tertiary,no,3215,yes,no,cellular,14,may,136,1,186,1,failure,no
274,23,technician,single,secondary,no,677,no,no,cellular,13,aug,209,4,-1,0,unknown,no
275,38,technician,married,secondary,no,297,yes,no,cellular,10,jul,71,1,-1,0,unknown,no
276,31,retired,married,secondary,no,473,yes,no,cellular,7,may,302,4,-1,0,unknown,no
277,32,management,single,secondary,no,389,no,no,cellular,20,aug,76,13,-1,0,unknown,no
278,27,blue-collar,single,secondary,no,209,yes,no,unknown,9,may,136,1,-1,0,unknown,yes
279,28,technician,single,secondary,no,50,no,yes,cellular,29,jul,322,3,-1,0,unknown,no
280,29,technician,single,secondary,no,441,yes,yes,cellular,6,feb,262,3,-1,0,unknown,no
281,29,management,married,tertiary,no,-77,no,no,cellular,15,jul,159,1,-1,0,unknown,no
282,56,self-employed,married,secondary,no,-177,no,no,cellular,28,aug,434,2,-1,0,unknown,no
283,41,technician,married,secondary,no,159,yes,no,cellular,9,feb,3,4,-1,0,unknown,no
284,39,blue-collar,married,secondary,no,283,no,no,unknown,20,jun,220,2,-1,0,unknown,no
285,49,management,married,tertiary,no,2304,yes,no,unknown,15,may,566,3,-1,0,unknown,no
286,46,blue-collar,married,primary,no,553,yes,no,cellular,4,may,100,2,-1,0,unknown,no
287,29,self-employed,single,secondary,no,-241,yes,yes,unknown,5,jun,310,3,-1,0,unknown,no
288,25,blue-collar,married,secondary,no,659,yes,no,cellular,2,may,334,1,362,1,failure,no
289,46,management,married,tertiary,no,310,no,no,unknown,5,jun,99,4,-1,0,unknown,no
290,41,services,married,unknown,no,184,no,no,cellular,25,feb,82,8,-1,0,unknown,yes
291,45,management,married,secondary,no,10,no,no,cellular,16,jul,846,7,-1,0,unknown,no
292,35,services,married,secondary,no,168,yes,no,unknown,26,may,72,1,-1,0,unknown,no
293,47,technician,married,secondary,no,13,no,no,cellular,27,aug,192,2,-1,0,unknown,no
294,50,blue-collar,married,primary,no,692,yes,no,unknown,30,jun,96,2,-1,0,unknown,no
295,27,management,married,tertiary,no,253,yes,yes,cellular,7,feb,79,1,156,1,failure,no
296,58,management,married,tertiary,no,-54,no,no,cellular,8,jul,65,4,-1,0,unknown,no
297,49,management,married,tertiary,no,1849,no,no,cellular,28,may,183,1,-1,0,unknown,yes
298,41,services,married,secondary,no,-46,yes,no,cellular,7,apr,118,1,363,1,failure,no
299,31,management,married,tertiary,no,206,yes,no,cellular,24,feb,601,2,-1,0,unknown,no
