,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
36,32.0,blue-collar,single,secondary,no,55952.0,yes,no,cellular,14.0,may,868.0,2.0,-1,0.0,unknown,"no, __index_level_0__ is 24223, balance is 761"
37,47.0,blue-collar,divorced,primary,no,0.0,yes,no,cellular,3.0,"jul, __index_level_0__ is 20609",521.0,1.0,-1,0.0,unknown,no
38,33.0,"blue-collar, age is 29, campaign is 2, previous is 0, __index_level_0__ is 38410",married,secondary,no,-342.0,no,no,cellular,15.0,nov,631.0,3.0,-1,0.0,unknown,no
39,34.0,blue-collar,married,secondary,no,5873.0,yes,"yes, __index_level_0__ is 35708",cellular,28.0,may,103.0,2.0,-1,0.0,failure,no
40,47.0,blue-collar,married,secondary,no,1472.0,"yes, __index_level_0__ is 11263",no,cellular,20.0,jul,76.0,1.0,-1,0.0,unknown,no
41,39.0,"technician, balance is 743",married,tertiary,no,935.0,yes,no,cellular,3.0,may,103.0,1.0,-1,0.0,unknown,no
42,38.0,blue-collar,single,tertiary,no,0.0,"yes, __index_level_0__ is 6238",no,cellular,11.0,may,634.0,2.0,-1,0.0,unknown,no
43,48.0,technician,single,secondary,no,962.0,yes,no,cellular,30.0,jul,107.0,1.0,-1,0.0,unknown,yes
44,33.0,blue-collar,"single, default is no, day is 29, balance is 2637",secondary,no,454.0,yes,no,cellular,5.0,jun,117.0,1.0,-1,0.0,unknown,no
45,45.0,blue-collar,married,tertiary,no,1636.0,yes,no,cellular,14.0,"jul, loan is no",854.0,5.0,-1,0.0,unknown,no
46,32.0,management,"married, duration is 731","tertiary, __index_level_0__ is 24658",no,815.0,no,no,cellular,18.0,may,674.0,1.0,-1,0.0,unknown,yes
47,48.0,blue-collar,divorced,secondary,no,1.0,yes,no,cellular,8.0,may,764.0,1.0,-1,0.0,"unknown, duration is 127",no
48,44.0,blue-collar,married,primary,no,631.0,yes,no,cellular,11.0,jul,1441.0,1.0,-1,0.0,unknown,no
49,57.0,management,married,tertiary,no,819.0,yes,no,cellular,30.0,nov,1434.0,6.0,-1,0.0,unknown,no
50,34.0,management,married,secondary,"no, __index_level_0__ is 13785",1378.0,no,no,cellular,17.0,aug,2108.0,2.0,-1,7.0,unknown,no
51,16.0,blue-collar,single,secondary,no,3863.0,"yes, age is 28, default is no, pdays is -1, balance is 1107",no,cellular,18.0,"aug, campaign is 4, __index_level_0__ is 28253",1127.0,1.0,-1,0.0,unknown,no
52,55.0,blue-collar,married,secondary,no,623.0,yes,yes,cellular,20.0,may,2281.0,2.0,-1,0.0,unknown,no
53,32.0,retired,married,tertiary,no,1.0,yes,no,cellular,28.0,may,209.0,1.0,-1,0.0,unknown,no
54,34.0,management,married,secondary,no,478.0,no,no,cellular,26.0,feb,152.0,4.0,-1,0.0,unknown,no
55,36.0,management,"married, balance is 695",tertiary,no,544.0,no,yes,cellular,7.0,aug,152.0,2.0,-1,0.0,unknown,no
56,42.0,blue-collar,married,tertiary,no,904.0,yes,no,"unknown, loan is no, pdays is -1, education is tertiary",5.0,jun,1691.0,2.0,-1,0.0,unknown,no
57,40.0,management,married,secondary,no,519.0,yes,no,telephone,11.0,jul,110.0,1.0,-1,0.0,unknown,yes
58,34.0,blue-collar,married,primary,"no, __index_level_0__ is 29552",4311.0,yes,no,cellular,10.0,may,577.0,4.0,-1,0.0,unknown,"no, duration is 82"
59,43.0,blue-collar,married,secondary,no,-104.0,yes,no,cellular,26.0,jul,61.0,2.0,-1,0.0,unknown,no
60,35.0,blue-collar,divorced,secondary,no,0.0,yes,no,unknown,15.0,may,78.0,2.0,-1,0.0,unknown,"yes, __index_level_0__ is 14657"
61,41.0,blue-collar,married,tertiary,"no, __index_level_0__ is 27339",0.0222,yes,no,unknown,28.0,jul,103.0,1.0,-1,0.0,unknown,no
62,32.0,management,married,"secondary, balance is 2731",no,503.0,yes,no,cellular,29.0,nov,3131.0,2.0,-1,0.0,unknown,no
63,41.0,technician,married,tertiary,"no, __index_level_0__ is 43165",3965.0,yes,no,cellular,14.0,jul,1121.0,2.0,-1,0.0,unknown,no
64,36.0,blue-collar,married,secondary,no,732.0,yes,no,cellular,11.0,jun,684.0,2.0,-1,0.0,unknown,no
65,41.0,blue-collar,married,secondary,no,1349.0,"no, duration is 1114",yes,cellular,25.0,jun,467.0,1.0,-1,0.0,unknown,yes
66,20.0,management,"married, age is 37, __index_level_0__ is 18074, default is no, balance is 1328",tertiary,no,744.0,no,no,cellular,24.0,jun,58.0,1.0,-1,0.0,unknown,"no, job is management, duration is 654"
67,41.0,blue-collar,married,secondary,no,-1.0,yes,no,cellular,12.0,jun,1273.0,2.0,-1,0.0,unknown,"no, balance is 1019"
68,50.0,management,married,tertiary,no,536.0,no,"no, balance is 4791",cellular,8.0,nov,78.0,1.0,-1,0.0,unknown,yes
69,34.0,blue-collar,married,tertiary,no,464.0,no,yes,"cellular, education is secondary",14.0,"jul, balance is 732",677.0,1.0,-1,0.0,unknown,no
70,53.0,technician,"single, education is primary, duration is 139",secondary,no,859.0,no,no,cellular,21.0,nov,94.0,1.0,-1,0.0,unknown,no
71,43.0,"entrepreneur, balance is 427738",divorced,secondary,no,-1.0,yes,"no, duration is 121",cellular,13.0,may,862.0,2.0,-1,0.0,unknown,no
72,52.0,management,married,secondary,no,437.0,no,no,cellular,15.0,jul,164.0,3.0,-1,0.0,unknown,no
73,34.0,blue-collar,married,primary,no,1495.0,no,no,cellular,16.0,nov,5927.0,2.0,-1,0.0,unknown,no
74,37.0,blue-collar,married,tertiary,no,1095.0,yes,no,cellular,16.0,aug,2281.0,2.0,-1,0.0,unknown,no
75,32.0,services,married,secondary,no,852.0,yes,no,"cellular and age is 32, duration is 1306",4.0,aug,1437.0,3.0,-1,0.0,unknown,no
76,34.0,management,married,tertiary,no,1564.0,yes,no,cellular,17.0,apr,124.0,1.0,-1,0.0,unknown,no
77,33.0,blue-collar,married,secondary,no,0.1,yes,no,cellular,10.0,may,152.0,2.0,-1,0.0,unknown,no
78,37.0,blue-collar,married,secondary,no,2591.0,"no, balance is 1259",no,cellular,25.0,jan,111.0,2.0,-1,0.0,unknown,yes
79,40.0,management,married,primary,no,0.0,yes,yes,cellular,29.0,"aug, balance is 531",113.0,2.0,-1,0.0,unknown,no
80,51.0,blue-collar,married,"tertiary, duration is 2614",no,5475.0,yes,"no, balance is 1429",cellular,5.0,may,167.0,3.0,-1,0.0,unknown,no
81,38.0,management,married,tertiary,no,-513.0,yes,"no, previous is 0, month is jul, day is 19, default is no, duration is 634",cellular,13.0,feb,465.0,2.0,-1,0.0,unknown,"no, __index_level_0__ is 12449"
82,43.0,blue-collar,married,secondary,no,-292.0,yes,no,cellular,17.0,nov,505.0,2.0,-1,0.0,unknown,no
83,30.0,blue-collar,married,secondary,no,-1.0,no,no,cellular,24.0,aug,43.0,1.0,-1,0.0,unknown,no
84,53.0,"management, __index_level_0__ is 3964",married,secondary,no,1425.0,yes,"no, balance is 877",cellular,16.0,may,789.0,2.0,-1,0.0,unknown,no
85,65.0,blue-collar,married,secondary,no,0.0,no,"no, balance is 561",cellular,19.0,aug,4074.0,1.0,-1,0.0,unknown,yes
86,32.0,blue-collar,married,secondary,no,678.0,no,"no, campaign is 2, __index_level_0__ is 27384",cellular,13.0,mar,1107.0,3.0,-1,0.0,unknown,no
87,33.0,management,married,tertiary,no,-1879.0,yes,no,cellular,28.0,jul,51.0,2.0,-1,0.0,unknown,no
88,55.0,blue-collar,married,secondary,no,-185.0,yes,"yes, balance is -179, duration is 1661",cellular,9.0,"jul, __index_level_0__ is 17594, default is no, contact is cellular",851.0,1.0,-1,0.0,unknown,no
89,28.0,management,married,tertiary,no,2159.0,no,no,cellular,5.0,"aug, loan is no, duration is 763",583.0,1.0,-1,0.0,unknown,no
90,41.0,blue-collar,"single, __index_level_0__ is 35389",secondary,no,2049.0,yes,yes,cellular,21.0,jul,2264.0,2.0,-1,0.0,unknown,no
91,44.0,blue-collar,married,secondary,no,504.0,yes,no,cellular,17.0,"aug, pdays is -1, campaign is 2, duration is 1041",94.0,2.0,-1,0.0,unknown,no
92,38.0,blue-collar,married,tertiary,no,2073.0,yes,no,cellular,7.0,may,76.0,1.0,-1,0.0,unknown,no
93,33.0,blue-collar,married,primary,yes,0.0,no,no,cellular,20.0,jul,567.0,2.0,-1,0.0,unknown,no
94,38.0,blue-collar,married,secondary,no,714.0,no,no,cellular,6.0,jun,113.0,2.0,-1,0.0,unknown,no
95,38.0,blue-collar,married,tertiary,"no, __index_level_0__ is 27354",823.0,yes,no,cellular,13.0,jul,1272.0,2.0,-1,0.0,unknown,no
96,43.0,management,single,secondary,no,1323.0,yes,"no, __index_level_0__ is 3270",cellular,13.0,jul,149.0,1.0,-1,0.0,unknown,no
97,41.0,management,married,secondary,no,1829.0,no,no,cellular,20.0,nov,527.0,1.0,-1,0.0,unknown,no
98,27.0,technician,married,secondary,no,1177.0,yes,no,cellular,27.0,may,1102.0,2.0,-1,0.0,unknown,no
99,32.0,blue-collar,married,tertiary,no,-557.0,yes,no,"cellular, job is blue-collar, duration is 977",13.0,jul,13.0,1.0,-1,0.0,unknown,no
100,43.0,blue-collar,"single, campaign is 2, education is tertiary",secondary,no,738.0,yes,no,cellular,13.0,may,158.0,1.0,-1,0.0,unknown,no
101,56.0,blue-collar,"married, balance is 3165",secondary,no,1330.0,yes,no,cellular,16.0,may,1231.0,2.0,-1,0.0,unknown,"no, age is 36, __index_level_0__ is 17338"
102,34.0,blue-collar,married,secondary,no,103.0,"yes, __index_level_0__ is 35707",no,cellular,18.0,feb,874.0,1.0,-1,0.0,unknown,no
103,32.0,blue-collar,married,"secondary, __index_level_0__ is 20579",no,954.0,yes,no,cellular,9.0,may,219.0,2.0,-1,0.0,unknown,yes
104,55.0,management,married,secondary,no,2901.0,yes,"no, balance is 639",cellular,19.0,aug,167.0,1.0,-1,0.0,unknown,no
105,33.0,blue-collar,married,tertiary,no,919.0,yes,no,cellular,12.0,nov,896.0,1.0,-1,0.0,"unknown, duration is 1074",no
106,44.0,blue-collar,married,tertiary,no,1034.0,yes,no,cellular,17.0,"may, balance is 734",116.0,1.0,-1,0.0,unknown,no
107,47.0,blue-collar,married,secondary,no,2330.0,yes,no,cellular,28.0,"jun, __index_level_0__ is 29576",1126.0,2.0,-1,0.0,unknown,yes
108,42.0,blue-collar,married,secondary,no,931.0,yes,no,cellular,21.0,feb,127.0,2.0,-1,0.0,unknown,no
109,34.0,blue-collar,married,secondary,no,841.0,yes,yes,cellular,16.0,may,149.0,2.0,-1,0.0,unknown,no
110,41.0,management,married,"secondary, default is no, job is management, pdays is -1, month is may",no,719.0,no,yes,"cellular, __index_level_0__ is 323940",27.0,may,61.0,2.0,-1,0.0,unknown,no
111,38.0,blue-collar,married,primary,no,1530.0,yes,no,unknown,9.0,jul,789.0,2.0,-1,0.0,unknown,no
112,36.0,blue-collar,"married, duration is 1014",secondary,no,1117.0,yes,no,cellular,21.0,blue-collar,1395.0,1.0,-1,0.0,unknown,no
113,36.0,management,married,"tertiary, __index_level_0__ is 29576",no,852.0,yes,no,cellular,28.0,may,136.0,3.0,-1,0.0,unknown,no
114,30.0,management,married,tertiary,no,819.0,yes,yes,cellular,8.0,jul,11.0,2.0,-1,0.0,success,yes
115,33.0,blue-collar,married,primary,no,3449.0,yes,no,cellular,13.0,aug,961.0,1.0,-1,0.0,unknown,"no, default is no, duration is 126"
116,42.0,technician,single,secondary,no,657.0,yes,no,cellular,13.0,may,82.0,1.0,-1,0.0,unknown,no
117,39.0,blue-collar,married,secondary,no,3270.0,no,no,cellular,19.0,nov,762.0,2.0,-1,0.0,unknown,"yes, balance is 2196"
118,39.0,blue-collar,married,tertiary,no,-1.0,yes,no,cellular,17.0,may,106.0,2.0,-1,0.0,unknown,"no, balance is 1316"
119,46.0,management,married,"tertiary, __index_level_0__ is 38649, job is management, balance is 1077","no, duration is 727",853.0,yes,"no, balance is 1337",cellular,7.0,jul,72.0,4.0,-1,0.0,unknown,no
120,30.0,blue-collar,single,primary,no,514.0,yes,no,unknown,29.0,"nov, duration is 527",1433.0,2.0,-1,0.0,unknown,no
121,33.0,management,married,tertiary,no,0.0,"yes, __index_level_0__ is 38341",no,cellular,16.0,may,8882.0,1.0,-1,0.0,unknown,no
122,51.0,technician,married,primary,no,1344.0,yes,no,cellular,8.0,jun,397.0,1.0,-1,0.0,unknown,no
123,51.0,blue-collar,divorced,"secondary, __index_level_0__ is 20589",no,531.0,yes,"no, education is secondary",cellular,16.0,may,362.0,4.0,-1,0.0,unknown,no
124,31.0,blue-collar,married,tertiary,no,-1730.0,no,no,"unknown, __index_level_0__ is 28649, loan is no, duration is 136",14.0,feb,230.0,1.0,-1,0.0,unknown,no
125,26.0,blue-collar,married,secondary,no,-1491.0,yes,yes,cellular,12.0,may,162.0,2.0,-1,0.0,unknown,yes
126,28.0,blue-collar,married,secondary,no,-1.0,yes,"no, duration is 717",cellular,16.0,jan,1303.0,1.0,-1,0.0,unknown,no
127,33.0,blue-collar,married,secondary,no,1332.0,yes,no,unknown,21.0,may,462.0,4.0,-1,0.0,unknown,no
128,37.0,blue-collar,married,tertiary,no,-312.0,yes,"no, age is 32, __index_level_0__ is 19658",cellular,9.0,feb,473.0,3.0,-1,0.0,unknown,no
129,35.0,blue-collar,married,secondary,no,1462.0,yes,no,cellular,15.0,may,1287.0,1.0,-1,0.0,unknown,no
130,49.0,blue-collar,divorced,secondary,no,-619.0,"yes, duration is 230, age is 38, job is blue-collar",no,cellular,16.0,oct,164.0,1.0,183,0.0,failure,"no, __index_level_0__ is 30574, balance is 7732"
131,36.0,blue-collar,"married, default is no, __index_level_0__ is 25555, month is jun, loan is no, balance is 831",secondary,no,1259.0,yes,no,cellular,23.0,may,788.0,1.0,-1,0.0,unknown,yes
132,45.0,blue-collar,married,secondary,no,962.0,yes,no,cellular,20.0,"aug, duration is 66",1232.0,1.0,-1,0.0,unknown,"no, balance is 869"
133,38.0,blue-collar,married,tertiary,no,954.0,yes,no,unknown,20.0,nov,392.0,2.0,-1,0.0,unknown,no
134,33.0,"management, balance is 1894",married,secondary,no,514.0,no,no,cellular,9.0,nov,78.0,3.0,-1,0.0,unknown,no
135,34.0,blue-collar,single,secondary,no,732.0,yes,no,cellular,7.0,nov,78.0,1.0,-1,0.0,unknown,no
136,44.0,blue-collar,married,primary,no,588.0,yes,"no, __index_level_0__ is 25338",cellular,22.0,may,541.0,1.0,-1,0.0,"unknown, pdays is -1, campaign is 3, loan is no, age is 37, duration is 1173",no
137,34.0,management,married,tertiary,no,331.0,yes,no,cellular,24.0,apr,446.0,1.0,-1,0.0,unknown,"no, age is 46, balance is 1708"
138,32.0,blue-collar,married,primary,no,2055.0,no,no,cellular,19.0,may,152.0,2.0,-1,0.0,unknown,"no, age is 31, __index_level_0__ is 18292"
139,43.0,management,single,secondary,no,565.0,yes,no,cellular,21.0,oct,454.0,1.0,-1,0.0,unknown,no
140,34.0,retired,married,tertiary,no,2438.0,yes,no,cellular,16.0,"apr, __index_level_0__ is 13496",245.0,1.0,-1,0.0,unknown,no
141,32.0,blue-collar,married,secondary,"no, __index_level_0__ is 14658",1431.0,yes,no,cellular,16.0,may,158.0,1.0,-1,0.0,unknown,no
142,25.0,management,married,secondary,no,-312.0,yes,no,cellular,20.0,nov,876.0,4.0,-1,0.0,unknown,no
143,51.0,blue-collar,married,secondary,no,24.0,yes,no,telephone,15.0,may,531.0,1.0,-1,0.0,unknown,no
144,34.0,management,married,secondary,no,1461.0,yes,no,cellular,21.0,"jul, default is no, __index_level_0__ is 38339",667.0,1.0,-1,0.0,unknown,no
145,27.0,management,married,primary,no,-1.0,yes,no,cellular,7.0,jul,95.0,2.0,-1,0.0,unknown,"yes, education is tertiary"
146,30.0,blue-collar,"married, balance is 2025",secondary,no,-1.0,no,no,cellular,30.0,may,584.0,5.0,-1,0.0,unknown,no
147,35.0,blue-collar,married,tertiary,no,744.0,no,no,cellular,25.0,nov,463.0,2.0,-1,0.0,unknown,no
148,33.0,blue-collar,married,primary,no,0.1,yes,no,cellular,17.0,feb,2165.0,2.0,-1,0.0,unknown,yes
149,32.0,blue-collar,married,primary,no,-6332.0,yes,no,cellular,7.0,feb,391.0,2.0,-1,0.0,unknown,"no, balance is 819"
150,29.0,technician,single,"secondary, __index_level_0__ is 28185",no,5921.0,no,no,cellular,12.0,nov,82.0,3.0,-1,0.0,unknown,"no, balance is -228"
151,32.0,blue-collar,married,secondary,no,0.0,yes,no,cellular,22.0,jul,78.0,2.0,-1,0.0,unknown,yes
152,41.0,blue-collar,married,secondary,no,973.0,yes,no,unknown,17.0,jul,169.0,2.0,-1,0.0,unknown,no
153,46.0,blue-collar,married,secondary,no,-312.0,yes,no,cellular,18.0,feb,1254.0,2.0,-1,0.0,unknown,no
154,34.0,blue-collar,married,secondary,no,0.0,yes,no,cellular,20.0,apr,715.0,2.0,-1,0.0,unknown,no
155,29.0,technician,single,tertiary,no,515.0,yes,no,cellular,13.0,nov,109.0,1.0,-1,0.0,unknown,no
156,28.0,blue-collar,married,secondary,no,15891.0,yes,no,cellular,9.0,jul,473.0,1.0,-1,0.0,unknown,no
157,43.0,management,married,primary,no,795.0,yes,no,cellular,20.0,jul,1057.0,1.0,-1,0.0,unknown,no
158,35.0,blue-collar,married,secondary,no,551.0,"yes, balance is 1441",no,cellular,2.0,feb,78.0,3.0,-1,0.0,unknown,no
159,32.0,management,married,tertiary,no,-342.0,yes,no,cellular,4.0,nov,381.0,8.0,-1,0.0,unknown,no
160,47.0,blue-collar,married,tertiary,no,854.0,yes,"no, __index_level_0__ is 27004",cellular,17.0,nov,723.0,2.0,-1,0.0,unknown,no
161,31.0,blue-collar,married,tertiary,no,0.0,no,no,cellular,20.0,"feb, campaign is 2, age is 33, balance is 0, __index_level_0__ is 14987",1387.0,4.0,-1,0.0,unknown,no
162,32.0,management,married,"secondary, __index_level_0__ is 12989, campaign is 2, balance is 2055",no,0.0,yes,no,cellular,12.0,feb,73.0,4.0,-1,0.0,unknown,no
163,44.0,blue-collar,married,tertiary,no,-961.0,no,no,unknown,13.0,may,73.0,2.0,-1,0.0,unknown,no
164,30.0,blue-collar,married,tertiary,no,-791.0,no,no,cellular,21.0,may,892.0,2.0,-1,0.0,unknown,no
165,41.0,"management, campaign is 1, __index_level_0__ is 25398",single,secondary,no,8897.0,no,"no, balance is 1028","cellular, education is tertiary",14.0,may,1142.0,5.0,-1,0.0,unknown,no
166,39.0,admin. __index_level_0__ is 32105,married,tertiary,no,0.0,no,no,"cellular, duration is 167",28.0,may,113.0,1.0,-1,0.0,unknown,no
167,34.0,blue-collar,married,secondary,no,95.0,no,"no, day is 20, y is no, loan is no, age is 48, pdays is -1, contact is cellular",cellular,16.0,nov,713.0,1.0,-1,0.0,unknown,"no, balance is 0, __index_level_0__ is 27755"
168,34.0,blue-collar,married,secondary,no,516.0,yes,no,cellular,17.0,"nov, __index_level_0__ is 40320",381.0,1.0,-1,0.0,unknown,no
169,36.0,blue-collar,married,tertiary,no,539.0,"no, campaign is 1, __index_level_0__ is 4531, loan is no, balance is 1063","no, duration is 726",cellular,18.0,jul,99.0,1.0,-1,0.0,unknown,no
170,36.0,blue-collar,married,secondary,no,3157.0,yes,"no, duration is 4325, age is 40, campaign is 2, marital is single, day is 8, education is primary",cellular,30.0,may,1326.0,1.0,-1,0.0,unknown,no
171,56.0,blue-collar,married,secondary,no,-1.0,yes,no,cellular,6.0,may,672.0,3.0,-1,0.0,unknown,yes
172,22.0,"blue-collar, poutcome is unknown, education is secondary",married,secondary,no,-721.0,no,no,unknown,29.0,"nov, balance is -454",673.0,2.0,-1,0.0,unknown,yes
173,35.0,management,married,secondary,no,0.0,yes,"no, age is 36, duration is 527",cellular,15.0,aug,130.0,2.0,-1,0.0,unknown,no
174,27.0,blue-collar,married,tertiary,no,1113.0,yes,no,"cellular, duration is 497",21.0,nov,171.0,5.0,-1,0.0,unknown,no
175,45.0,blue-collar,divorced,secondary,no,871.0,yes,no,cellular,19.0,may,121.0,3.0,-1,0.0,unknown,no
176,47.0,management,married,secondary,no,3884.0,no,no,unknown,9.0,may,862.0,1.0,-1,0.0,unknown,yes
177,32.0,"blue-collar, __index_level_0__ is 12358",married,secondary,no,-337.0,no,no,cellular,15.0,nov,107.0,3.0,-1,0.0,unknown,no
178,29.0,blue-collar,married,secondary,no,967.0,"yes, day is 14, balance is 2125",no,cellular,28.0,jun,188.0,1.0,-1,0.0,unknown,"yes, __index_level_0__ is 27229, loan is no, marital is divorced, previous is 0, contact is cellular"
179,31.0,blue-collar,"married, balance is 748",primary,no,1110.0,yes,no,cellular,20.0,may,481.0,6.0,-1,0.0,unknown,no
180,38.0,management,married,tertiary,no,0.0,"yes, balance is 1306",yes,cellular,17.0,aug,1108.0,1.0,-1,0.0,unknown,no
181,36.0,blue-collar,single,tertiary,no,730.0,no,no,cellular,17.0,may,214.0,1.0,-1,0.0,unknown,"no, __index_level_0__ is 28260"
182,28.0,management,married,secondary,no,527.0,yes,no,cellular,16.0,jul,743.0,2.0,-1,0.0,unknown,"no, default is no, balance is 1894"
183,31.0,blue-collar,single,primary,no,0.0,yes,yes,cellular,18.0,jul,108.0,1.0,-1,0.0,unknown,yes
184,59.0,blue-collar,married,tertiary,no,772.0,yes,no,cellular,20.0,jun,71.0,1.0,-1,0.0,unknown,no
185,25.0,blue-collar,"married, duration is 1121",secondary,no,0.0,yes,no,cellular,9.0,may,183.0,8.0,-1,0.0,unknown,no
186,47.0,management,married,primary,no,3263.0,"no, __index_level_0__ is 16398, default is no, day is 27, education is tertiary","no, balance is 872",cellular,19.0,jun,507.0,2.0,-1,0.0,unknown,yes
187,55.0,management,single,"tertiary, __index_level_0__ is 34189",no,43775.0,no,no,cellular,18.0,aug,87.0,2.0,-1,0.0,unknown,no
188,30.0,blue-collar,married,secondary,no,0.0,yes,no,cellular,20.0,sep,1218.0,2.0,-1,0.0,unknown,yes
189,53.0,"blue-collar, default is no, __index_level_0__ is 29253",married,secondary,no,1072.0,yes,no,cellular,19.0,jun,171.0,2.0,-1,0.0,unknown,no
190,28.0,blue-collar,single,secondary,"no, __index_level_0__ is 35397",1028.0,yes,no,cellular,20.0,nov,1031.0,2.0,-1,0.0,unknown,yes
191,42.0,management,married,primary,no,1523.0,no,"no, balance is -928",cellular,9.0,may,542.0,1.0,-1,0.0,unknown,"no, education is secondary, __index_level_0__ is 25338"
192,53.0,blue-collar,married,tertiary,no,2538.0,yes,no,cellular,27.0,may,1011.0,2.0,-1,0.0,unknown,yes
193,29.0,blue-collar,single,primary,no,832.0,yes,no,cellular,17.0,jun,74.0,1.0,-1,0.0,unknown,no
