,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
61,44,management,married,tertiary,no,3136,yes,no,cellular,6,oct,187,2,-1,1,unknown,no
62,36,management,divorced,tertiary,no,1152,yes,no,cellular,30,may,57,2,-1,0,unknown,no
63,34,admin.,married,primary,no,-1137,no,no,cellular,7,aug,89,1,-1,0,unknown,no
64,24,management,single,tertiary,no,-311,no,yes,cellular,10,jul,420,1,-1,0,unknown,no
65,48,technician,divorced,secondary,no,-1893,no,no,cellular,25,aug,34,1,0,1,unknown,no
66,45,blue-collar,married,tertiary,no,-245,no,no,unknown,6,jul,212,1,-1,0,unknown,no
67,49,management,married,tertiary,no,4033,yes,no,cellular,13,jan,110,1,-1,1,failure,no
68,56,blue-collar,married,primary,no,-523,no,no,cellular,28,nov,265,1,-1,0,unknown,no
69,52,technician,married,secondary,no,415,no,no,cellular,16,jan,227,1,93,1,unknown,no
70,36,admin.,single,secondary,no,4862,no,no,cellular,12,aug,320,4,-1,0,unknown,no
71,41,blue-collar,single,secondary,no,280,no,no,cellular,21,may,473,1,-1,0,unknown,no
72,41,technician,married,tertiary,no,-3365,yes,no,cellular,12,jun,45,1,-1,0,unknown,no
73,70,retired,married,secondary,no,3594,no,yes,unknown,2,may,149,4,133,1,failure,no
74,32,blue-collar,married,secondary,no,3778,no,no,cellular,11,jan,196,1,-1,0,unknown,no
75,32,management,married,tertiary,no,530,yes,yes,telephone,17,aug,497,2,-1,0,unknown,no
76,73,self-employed,married,primary,no,4111,no,no,cellular,14,aug,621,1,-1,0,unknown,no
77,27,management,married,tertiary,no,1703,no,no,cellular,4,nov,304,3,144,1,other,yes
78,32,services,married,primary,no,598,no,yes,unknown,5,may,92,1,-1,0,unknown,no
79,41,management,married,secondary,no,2437,yes,yes,cellular,20,jul,224,2,-1,0,unknown,no
80,40,management,married,secondary,no,2390,yes,no,unknown,29,may,829,1,-1,0,unknown,no
81,33,technician,married,tertiary,no,-277,yes,no,cellular,29,jan,30,1,341,1,other,no
82,24,technician,single,tertiary,no,-1431,yes,no,cellular,27,jul,157,1,178,2,other,no
83,30,technician,married,tertiary,no,1530,yes,yes,cellular,25,sep,60,4,177,4,success,yes
84,51,blue-collar,married,primary,no,3394,no,no,unknown,4,may,204,1,-1,0,failure,no
85,60,technician,single,tertiary,no,-351,yes,no,cellular,7,mar,193,1,90,1,unknown,no
86,33,technician,single,tertiary,no,-30,no,no,cellular,26,oct,154,2,-1,0,unknown,no
87,36,retired,married,secondary,yes,798,yes,yes,cellular,26,aug,53,1,-1,0,unknown,no
88,33,management,single,secondary,no,-1653,yes,no,telephone,12,feb,496,1,-1,0,unknown,no
89,30,unemployed,married,primary,no,85,yes,no,unknown,8,may,507,1,-1,0,unknown,no
90,31,technician,married,tertiary,no,-949,yes,no,cellular,16,jul,161,1,-1,0,unknown,no
91,46,technician,single,tertiary,no,3474,yes,no,unknown,21,jul,25,3,177,2,unknown,no
92,34,retired,single,secondary,no,-1354,no,yes,cellular,16,nov,493,1,-1,0,unknown,no
93,29,admin.,married,secondary,no,7288,yes,no,cellular,28,jul,437,1,-1,0,unknown,no
94,42,retired,single,secondary,no,5455,yes,yes,telephone,5,may,277,1,0,0,unknown,no
95,32,admin.,single,secondary,no,-1737,yes,no,cellular,18,may,33,1,185,3,success,no
96,49,technician,divorced,secondary,no,1039,no,no,cellular,4,aug,127,3,-1,0,unknown,yes
97,47,admin.,married,secondary,no,895,yes,no,cellular,18,may,171,1,-1,0,unknown,no
98,44,admin.,single,secondary,no,-883,yes,no,unknown,27,may,202,1,-1,0,unknown,no
99,23,technician,divorced,tertiary,no,-1926,no,no,unknown,6,may,524,2,-1,0,unknown,no
100,37,admin.,married,secondary,no,982,no,no,unknown,9,may,236,1,-1,0,unknown,no
101,53,technician,married,secondary,no,-866,yes,no,cellular,25,jan,299,2,-1,0,failure,no
102,26,entrepreneur,divorced,secondary,no,-289,no,no,cellular,27,jan,481,1,-1,0,unknown,no
103,32,admin.,divorced,secondary,no,239,yes,no,cellular,5,may,61,1,-1,0,unknown,no
104,47,services,married,tertiary,no,-1289,no,no,cellular,7,may,160,3,-1,0,failure,no
105,50,admin.,married,tertiary,no,2690,no,no,cellular,9,jun,214,1,97,1,failure,yes
106,41,services,single,secondary,no,2223,yes,no,cellular,13,feb,627,1,-1,0,unknown,no
107,39,blue-collar,married,secondary,no,903,yes,no,unknown,7,jun,77,1,171,2,success,no
108,45,blue-collar,married,secondary,no,-1553,yes,no,cellular,25,aug,116,1,-1,0,unknown,no
109,47,management,married,secondary,no,5194,yes,no,unknown,9,aug,173,2,347,2,failure,no
110,26,technician,married,secondary,no,5700,no,yes,cellular,21,jul,530,7,-1,0,unknown,yes
111,27,admin.,married,primary,no,-732,yes,no,unknown,18,may,308,1,-1,0,unknown,no
112,45,self-employed,single,secondary,no,-136,yes,no,cellular,19,may,108,1,85,0,other,no
113,31,services,married,primary,no,-487,yes,no,cellular,25,aug,654,1,-1,1,unknown,no
114,39,services,married,tertiary,no,1488,yes,no,cellular,11,jun,264,1,-1,0,unknown,no
115,37,technician,single,secondary,no,234,yes,no,unknown,29,aug,179,2,-1,0,unknown,no
116,56,management,married,secondary,no,3115,yes,no,cellular,22,may,224,2,183,1,failure,no
117,34,admin.,married,secondary,no,6909,yes,no,unknown,6,jun,136,1,0,0,unknown,no
118,46,management,married,secondary,no,4911,no,no,unknown,5,jul,390,1,343,1,failure,no
119,48,admin.,single,secondary,no,3347,no,no,unknown,25,may,129,1,-1,0,unknown,no
120,34,blue-collar,married,tertiary,no,326,yes,yes,unknown,8,may,395,1,-1,0,unknown,yes
121,42,management,married,secondary,no,-746,no,no,cellular,25,aug,71,3,-1,0,unknown,no
122,41,management,married,unknown,no,1085,yes,no,cellular,17,apr,118,1,175,2,success,no
123,42,blue-collar,single,secondary,no,2194,yes,yes,telephone,28,aug,416,1,183,2,failure,yes
124,31,self-employed,single,unknown,no,1473,yes,no,cellular,23,may,223,1,-1,0,unknown,no
125,38,management,single,secondary,no,1365,yes,no,cellular,9,may,432,1,-1,1,unknown,no
126,41,services,married,primary,no,2762,no,no,cellular,26,may,197,2,-1,0,unknown,no
127,26,services,single,secondary,no,344,yes,no,cellular,11,jun,42,1,-1,0,unknown,no
128,51,technician,single,secondary,no,859,yes,no,telephone,4,feb,505,3,95,1,unknown,no
129,46,technician,married,secondary,no,10479,no,no,cellular,6,jul,181,1,-1,0,unknown,no
130,28,admin.,married,primary,no,3189,no,no,cellular,7,jun,385,3,-1,0,unknown,no
131,46,blue-collar,married,secondary,no,4296,no,no,cellular,7,nov,234,1,-1,0,unknown,no
132,32,services,single,secondary,no,789,yes,no,unknown,17,jun,480,2,-1,0,unknown,no
133,35,blue-collar,single,secondary,no,2178,no,no,cellular,5,may,247,4,-1,0,unknown,no
134,44,retired,single,unknown,no,1941,yes,no,cellular,6,may,253,1,-1,0,failure,no
135,28,technician,married,secondary,no,3475,yes,no,cellular,26,nov,376,1,-1,0,unknown,yes
136,53,services,single,secondary,no,4152,yes,no,cellular,2,aug,595,1,93,1,unknown,yes
137,52,technician,married,tertiary,no,1949,no,no,unknown,16,may,38,4,-1,0,unknown,no
138,23,unemployed,single,unknown,no,253,yes,no,unknown,6,may,534,1,-1,0,unknown,no
139,59,admin.,married,primary,no,1557,yes,no,cellular,9,may,184,2,-1,0,unknown,no
140,27,management,married,secondary,no,-226,yes,no,unknown,13,jul,169,2,-1,0,unknown,no
141,32,admin.,married,secondary,no,3281,no,no,cellular,9,jul,125,2,-1,0,unknown,no
142,51,blue-collar,single,secondary,no,5047,no,no,cellular,8,feb,67,2,-1,0,unknown,no
143,33,technician,married,secondary,no,2697,yes,no,unknown,15,jun,608,2,-1,0,unknown,no
144,36,management,married,secondary,no,2641,yes,no,unknown,16,jun,24,2,-1,0,unknown,no
145,35,housemaid,married,primary,no,-1665,yes,no,unknown,26,jun,322,2,-1,1,unknown,no
146,38,technician,married,secondary,no,1056,no,yes,cellular,6,may,67,2,-1,0,unknown,no
147,55,unemployed,single,secondary,no,-313,yes,no,unknown,25,aug,53,1,-1,0,unknown,no
148,74,student,single,primary,no,-1012,yes,no,unknown,9,may,63,2,-1,0,unknown,no
149,29,management,divorced,secondary,no,-299,yes,no,telephone,26,nov,411,1,341,1,unknown,yes
150,45,technician,married,secondary,no,2404,no,no,unknown,5,jun,285,1,-1,0,unknown,no
151,28,blue-collar,single,secondary,no,1440,yes,no,unknown,25,may,731,1,-1,0,unknown,no
152,24,housemaid,married,secondary,no,1562,yes,no,unknown,5,jul,231,1,-1,0,unknown,yes
153,35,services,married,secondary,no,4346,yes,no,unknown,26,may,639,2,-1,0,unknown,no
154,29,student,single,tertiary,no,-3004,no,yes,telephone,21,nov,152,1,-1,0,unknown,no
155,29,services,single,unknown,no,-1526,yes,no,unknown,2,jul,92,3,-1,0,unknown,no
156,32,blue-collar,married,tertiary,no,3632,no,no,cellular,2,nov,233,1,269,0,unknown,no
157,44,management,married,primary,no,1932,yes,no,unknown,29,may,107,1,-1,0,unknown,no
158,55,entrepreneur,married,primary,no,-117,no,no,cellular,23,may,199,1,-1,0,unknown,no
159,37,services,married,tertiary,yes,7065,yes,no,unknown,27,nov,58,2,184,3,failure,no
160,32,blue-collar,married,secondary,no,1690,yes,no,cellular,6,jul,140,2,-1,0,unknown,no
161,33,blue-collar,married,secondary,no,1807,no,yes,cellular,30,may,47,6,-1,1,unknown,no
162,63,housemaid,single,primary,no,1924,no,no,cellular,16,jul,238,2,0,0,unknown,no
163,37,admin.,married,secondary,no,-51,no,no,unknown,25,may,176,1,-1,0,unknown,no
164,44,blue-collar,divorced,secondary,yes,2190,yes,no,cellular,6,may,179,2,-1,0,unknown,no
165,60,management,married,tertiary,no,5862,no,no,cellular,6,jun,222,1,-1,0,unknown,no
166,65,technician,single,tertiary,no,3980,yes,no,cellular,3,apr,128,3,-1,0,unknown,no
167,48,admin.,married,primary,no,2670,no,yes,cellular,18,aug,38,1,-1,1,unknown,no
168,39,services,married,primary,no,1001,yes,no,unknown,26,may,70,1,-1,0,unknown,no
169,57,management,single,tertiary,no,921,no,yes,cellular,18,sep,396,1,-1,0,unknown,yes
170,25,blue-collar,married,secondary,no,1399,yes,no,unknown,29,oct,413,1,-1,0,unknown,no
171,63,blue-collar,married,secondary,no,2392,no,no,cellular,26,nov,135,2,-1,0,unknown,no
172,40,services,single,secondary,no,4290,yes,no,cellular,25,jun,161,1,-1,0,unknown,no
173,56,technician,married,secondary,no,-3848,yes,no,unknown,18,aug,32,1,-1,0,unknown,no
174,45,entrepreneur,divorced,secondary,no,290,no,no,cellular,17,jul,13,1,0,0,failure,no
175,35,student,single,tertiary,no,-1506,no,no,cellular,21,aug,70,1,-1,0,unknown,no
176,29,management,married,tertiary,no,-952,yes,no,cellular,4,may,12,3,-1,0,unknown,no
177,54,technician,single,secondary,no,206,no,no,cellular,5,jun,153,1,-1,0,unknown,no
178,38,housemaid,divorced,secondary,no,1161,no,yes,cellular,16,feb,84,1,-1,0,failure,no
179,51,blue-collar,married,primary,no,3255,yes,no,cellular,6,aug,270,1,-1,1,unknown,no
180,41,blue-collar,divorced,unknown,no,-479,yes,no,cellular,8,may,27,1,-1,0,unknown,no
181,34,student,married,unknown,no,4032,yes,yes,unknown,21,may,271,2,-1,0,unknown,no
182,29,housemaid,single,secondary,no,1214,no,no,cellular,8,aug,23,3,-1,0,unknown,no
183,65,services,single,primary,no,1100,no,yes,cellular,28,aug,470,2,-1,0,unknown,no
184,50,blue-collar,married,secondary,no,2617,yes,no,unknown,24,nov,79,3,-1,0,unknown,yes
185,51,services,single,secondary,no,549,no,no,cellular,22,may,207,1,-1,0,unknown,no
186,32,housemaid,married,secondary,no,-1253,no,no,unknown,11,jul,88,1,-1,0,unknown,yes
187,49,management,single,tertiary,no,3966,yes,no,unknown,15,may,278,3,-1,0,unknown,no
188,42,services,married,tertiary,no,2981,no,no,cellular,4,aug,1216,1,-1,0,unknown,no
189,45,management,single,secondary,no,743,no,no,unknown,27,jun,117,2,-1,0,unknown,no
190,39,technician,single,tertiary,no,3384,no,no,cellular,14,may,346,1,-1,0,unknown,no
191,56,admin.,married,tertiary,no,1077,no,no,cellular,26,jan,90,4,94,1,failure,no
192,34,services,single,tertiary,no,-1106,no,no,cellular,19,nov,89,1,-1,0,unknown,yes
193,33,retired,married,primary,no,719,no,no,unknown,14,nov,34,3,-1,0,unknown,no
194,34,admin.,single,secondary,no,-885,no,no,cellular,17,may,673,1,-1,0,unknown,no
195,36,housemaid,married,secondary,no,-711,yes,no,telephone,27,feb,263,1,-1,0,unknown,yes
196,39,blue-collar,married,secondary,no,279,no,no,cellular,11,feb,384,2,-1,0,unknown,no
197,52,technician,single,secondary,no,-1273,yes,no,unknown,5,may,245,1,0,0,unknown,no
198,43,services,married,secondary,no,2575,yes,no,unknown,6,may,100,1,-1,0,unknown,no
199,64,retired,divorced,tertiary,no,2368,no,no,cellular,10,may,117,2,-1,0,unknown,no
200,48,services,married,primary,no,-564,yes,yes,unknown,18,may,350,2,-1,0,unknown,no
201,48,entrepreneur,married,tertiary,no,5042,yes,no,cellular,11,jul,398,2,-1,0,other,no
202,24,management,married,tertiary,no,-338,no,no,cellular,19,jan,268,3,-1,0,unknown,no
203,46,self-employed,married,secondary,no,531,yes,yes,unknown,19,nov,441,1,-1,0,unknown,yes
204,44,admin.,married,secondary,no,1879,no,no,cellular,21,jul,134,1,100,0,unknown,no
205,52,technician,married,secondary,no,6063,yes,no,cellular,27,jan,532,2,144,1,unknown,no
206,29,retired,divorced,primary,no,-2547,yes,no,cellular,27,jul,287,1,-1,1,failure,no
207,38,services,married,secondary,no,-162,no,no,unknown,4,jun,85,2,-1,0,unknown,no
208,29,admin.,married,tertiary,no,5167,yes,no,cellular,2,jun,229,4,-1,0,unknown,no
209,55,unemployed,divorced,secondary,no,2390,no,no,telephone,26,apr,8,1,184,1,unknown,no
210,37,retired,single,tertiary,no,4002,yes,no,cellular,15,jul,120,2,176,4,unknown,no
211,47,blue-collar,married,primary,no,895,no,no,cellular,28,aug,534,1,187,1,unknown,no
212,32,technician,single,secondary,no,4263,yes,no,cellular,1,aug,285,1,-1,0,unknown,no
213,44,technician,single,primary,no,-1024,no,no,telephone,22,nov,79,1,-1,1,unknown,no
214,48,technician,married,tertiary,no,2318,no,yes,telephone,20,jul,169,1,358,1,other,yes
215,40,blue-collar,single,tertiary,no,-553,yes,yes,cellular,22,jun,444,1,-1,0,unknown,no
216,37,blue-collar,married,secondary,no,4593,yes,no,cellular,7,may,530,1,-1,0,failure,no
217,59,blue-collar,married,secondary,no,3364,no,no,cellular,9,may,283,1,-1,1,unknown,no
218,23,technician,single,secondary,no,900,yes,no,cellular,16,may,490,1,98,1,failure,no
219,35,management,divorced,tertiary,no,-454,no,no,telephone,12,jul,575,1,-1,0,unknown,yes
220,33,retired,married,secondary,no,1303,no,no,cellular,8,apr,1080,1,261,1,failure,no
221,37,retired,single,secondary,no,112,no,no,cellular,29,may,209,1,-1,0,unknown,no
222,41,technician,single,tertiary,no,1707,no,no,telephone,2,apr,67,1,188,2,success,yes
223,27,retired,divorced,secondary,no,2454,yes,no,cellular,15,nov,48,1,-1,1,unknown,no
224,35,unemployed,married,primary,no,-1000,yes,no,cellular,15,nov,106,2,-1,0,unknown,no
225,53,technician,married,tertiary,no,3073,yes,no,unknown,12,may,126,1,-1,0,unknown,no
226,28,retired,single,secondary,no,-157,no,no,unknown,6,may,77,2,-1,0,unknown,no
227,35,services,divorced,secondary,no,1326,yes,no,unknown,9,nov,125,1,-1,0,unknown,no
228,38,technician,divorced,secondary,no,886,no,no,cellular,8,apr,1174,1,-1,0,unknown,no
229,41,admin.,married,primary,no,-538,yes,no,cellular,8,may,420,1,-1,0,unknown,no
230,46,technician,single,tertiary,no,5951,no,no,cellular,16,jul,34,1,92,1,failure,no
231,36,blue-collar,single,secondary,no,2485,no,no,cellular,6,jan,116,1,-1,0,unknown,no
232,46,technician,married,unknown,no,2675,no,no,cellular,9,jun,215,1,-1,0,unknown,yes
233,34,technician,divorced,secondary,no,-1083,yes,no,cellular,3,aug,420,1,93,0,unknown,no
234,36,housemaid,married,primary,no,1469,yes,yes,cellular,17,feb,553,1,-1,0,unknown,no
235,43,technician,married,tertiary,no,-2463,yes,no,cellular,13,aug,199,1,-1,0,unknown,no
236,38,technician,married,secondary,no,3114,yes,no,cellular,18,may,289,1,-1,0,unknown,no
237,36,self-employed,married,secondary,no,722,yes,no,cellular,11,may,108,5,-1,1,failure,no
238,41,blue-collar,divorced,tertiary,no,1238,yes,no,unknown,11,may,545,1,347,1,unknown,no
239,35,blue-collar,married,tertiary,no,404,yes,no,cellular,28,jul,105,2,-1,0,unknown,no
240,33,blue-collar,single,tertiary,no,-3,yes,yes,cellular,27,jul,554,1,-1,0,unknown,no
241,32,management,single,secondary,no,2649,no,no,cellular,28,jun,626,1,-1,0,unknown,no
242,27,admin.,divorced,secondary,no,-4062,no,yes,telephone,7,jun,300,3,-1,1,unknown,no
243,58,admin.,single,secondary,no,2725,no,no,cellular,28,nov,423,1,-1,0,unknown,no
244,47,blue-collar,married,secondary,no,4911,no,no,cellular,28,may,119,2,-1,0,failure,no
245,40,blue-collar,single,secondary,no,-150,no,no,cellular,21,jun,49,1,189,1,failure,no
246,41,management,married,tertiary,no,1064,no,no,cellular,13,may,126,2,182,3,failure,no
247,54,student,single,secondary,no,2331,no,yes,cellular,26,aug,18,1,-1,0,unknown,no
248,41,blue-collar,single,tertiary,no,1476,yes,no,cellular,5,aug,77,2,188,2,other,no
249,42,unemployed,married,primary,no,2466,yes,no,cellular,18,sep,393,2,-1,0,unknown,no
250,35,unemployed,married,unknown,no,-855,no,no,unknown,21,may,113,1,-1,0,unknown,no
251,39,entrepreneur,single,primary,no,-1608,no,no,telephone,8,sep,101,3,268,1,unknown,no
252,36,entrepreneur,single,primary,no,-3010,no,no,cellular,9,may,1058,1,-1,0,unknown,no
253,44,blue-collar,married,unknown,no,-883,yes,no,cellular,29,may,181,1,-1,0,unknown,no
254,37,blue-collar,married,secondary,no,-330,yes,no,cellular,12,may,646,1,-1,1,other,no
255,42,housemaid,married,secondary,no,3440,no,no,telephone,11,jun,101,2,-1,0,unknown,no
256,40,admin.,married,primary,no,2104,no,no,cellular,27,jul,43,1,-1,0,unknown,no
257,63,services,single,secondary,no,214,no,no,unknown,7,may,44,2,-1,0,unknown,no
258,37,unemployed,single,primary,no,-985,no,no,telephone,17,aug,301,2,-1,0,unknown,no
259,40,management,married,secondary,no,685,yes,no,unknown,6,aug,168,1,-1,0,unknown,no
260,30,blue-collar,married,tertiary,no,753,yes,no,unknown,24,jun,106,3,-1,0,unknown,no
261,33,housemaid,married,secondary,no,1449,yes,no,unknown,6,jan,94,1,196,2,success,no
262,40,technician,married,tertiary,no,-879,yes,yes,cellular,4,jun,59,1,-1,0,unknown,no
263,32,blue-collar,married,secondary,no,3974,no,no,cellular,25,nov,121,2,-1,0,unknown,no
264,44,blue-collar,married,primary,no,-830,yes,no,cellular,6,apr,225,3,-1,0,unknown,no
265,26,management,married,tertiary,no,210,yes,yes,unknown,31,jul,103,3,-1,0,unknown,no
266,50,retired,married,secondary,no,3280,no,no,unknown,4,nov,481,1,-1,0,unknown,yes
267,40,blue-collar,married,secondary,no,1332,no,no,cellular,20,may,247,1,-1,0,unknown,no
268,32,blue-collar,married,secondary,yes,889,yes,no,unknown,13,may,125,1,177,2,failure,no
269,76,services,divorced,primary,no,132,yes,no,unknown,10,nov,181,1,-1,0,unknown,no
270,43,self-employed,married,primary,no,-3524,no,yes,cellular,29,may,289,1,-1,0,unknown,no
271,44,technician,married,tertiary,no,2017,no,no,cellular,5,apr,33,2,259,1,unknown,no
272,41,technician,married,tertiary,no,413,yes,no,unknown,19,may,454,1,-1,0,unknown,no
273,66,management,married,secondary,no,-3185,yes,no,cellular,27,aug,218,2,-1,0,failure,no
274,33,technician,single,tertiary,no,3664,no,no,cellular,4,may,931,3,0,0,unknown,yes
275,25,management,married,secondary,no,4179,yes,no,unknown,15,may,96,2,-1,0,unknown,no
276,32,management,married,unknown,no,1340,no,no,cellular,11,nov,548,2,-1,0,unknown,yes
277,27,retired,single,tertiary,no,747,yes,no,cellular,14,feb,360,1,-1,0,failure,no
278,31,blue-collar,single,tertiary,no,535,no,no,telephone,28,jul,583,1,-1,0,unknown,yes
279,36,admin.,married,tertiary,no,2930,yes,no,cellular,20,nov,319,1,347,1,failure,no
280,67,blue-collar,married,primary,no,770,no,no,unknown,5,jul,50,1,-1,0,unknown,yes
281,28,management,married,tertiary,no,1108,yes,no,cellular,3,may,312,2,-1,0,unknown,yes
282,46,unknown,single,secondary,no,1909,yes,yes,cellular,14,apr,197,1,-1,0,unknown,no
283,68,retired,married,primary,no,1330,no,no,cellular,6,oct,134,1,-1,0,unknown,yes
284,29,technician,married,secondary,no,-1133,yes,yes,cellular,16,may,546,1,-1,0,unknown,yes
285,37,technician,married,secondary,no,2284,yes,no,cellular,21,jan,110,2,88,0,unknown,yes
286,46,blue-collar,single,primary,no,-633,yes,no,cellular,7,nov,164,2,-1,1,failure,no
287,41,management,married,secondary,no,-560,yes,yes,cellular,3,jul,287,3,-1,1,failure,no
288,48,admin.,married,unknown,no,3089,no,no,cellular,29,jun,413,1,-1,1,unknown,no
289,28,blue-collar,married,tertiary,no,-1477,no,no,cellular,22,apr,313,1,90,1,failure,no
290,30,technician,married,secondary,no,-463,no,no,cellular,16,jul,26,3,263,1,other,no
291,43,retired,married,secondary,no,-1004,yes,no,cellular,28,jun,362,1,-1,0,failure,no
292,44,blue-collar,married,secondary,no,902,yes,no,cellular,13,jan,425,1,-1,0,unknown,no
293,48,management,single,primary,no,1859,yes,yes,cellular,20,feb,454,1,177,1,failure,no
294,37,management,married,secondary,no,1374,yes,no,cellular,27,jul,222,4,346,1,unknown,no
295,40,management,married,secondary,no,4372,yes,no,cellular,17,jun,170,2,-1,0,unknown,no
